symbol,name,nse_sector,yahoo_sector,yahoo_industry,mcap_cr,median_traded_value_cr,current_micro_sectors,summary
TDPOWERSYS,TD Power Systems Limited,Capital Goods,Industrials,Specialty Industrial Machinery,23350.0,130.17,,"TD Power Systems Limited, together with its subsidiaries, manufactures and sells AC generators and electric motors in India and internationally. The company offers steam turbine, gas turbine, hydro turbine, gas engine, and diesel engine generators; and induction, traction, and synchronous motors; and hydro, and diesel power plants, as well as geothermal and wind applications. It also provides desi"
DIACABS,Diamond Power Infrastructure Limited,Capital Goods,Industrials,Specialty Industrial Machinery,22490.0,30.86,Cables & Wires,"Diamond Power Infrastructure Limited manufactures and sells power transmission equipment. The company provides power cables that includes low voltage, high voltage, extra high voltage cables, control cables, fire-resistant and flame-retardant, medium voltage, instrumentation, communication, marine and offshore, single and multicore, solar DC and EV charging cables. It also offers and transmission"
MTARTECH,Mtar Technologies Limited,Capital Goods,Industrials,Specialty Industrial Machinery,21579.0,65.28,Defence,"MTAR Technologies Limited manufactures and sells high precision, heavy equipment, components, and machines in India and internationally. The company offers space solutions comprising liquid propulsion engines; cryogenic engines, including turbo pumps, booster pumps, gas generators, and injector heads; and electro-pneumatic modules. It also provides mechanical subsystems and systems integration for"
ELGIEQUIP,Elgi Equipments Limited,Capital Goods,Industrials,Specialty Industrial Machinery,19299.0,24.12,,"Elgi Equipments Limited manufactures and sells air compressors and related parts in India, Europe, Australia, the United States, and internationally. It operates through two segments, Air Compressors and Automotive Equipments. The company offers oil lubricated screw and piston air compressors, oil free piston and screw air compressors, rotary and reciprocating air compressors, diesel and electric"
INOXINDIA,INOX India Limited,Capital Goods,Industrials,Specialty Industrial Machinery,18996.0,51.96,,"INOX India Limited manufactures and supplies cryogenic liquid storage and transport tanks for gas companies and engineering, procurement, and construction (EPC) companies in India and internationally. The company offers industrial gas equipment comprising storage and transport tanks, microbulk units, vaporizers and piping, and oil and gas equipment. It also provides liquid nitrogen containers, bio"
AZAD,Azad Engineering Limited,Capital Goods,Industrials,Specialty Industrial Machinery,17856.0,98.33,,"Azad Engineering Limited manufactures and sells precision-engineered components for energy and power generation, aerospace and defence, and oil and gas industries in India and internationally. It offers fixed air foil, last stage air foil rotary, welding chamfers, last stage air foil stationary, stator and rotor air foils, compressor air foils, hot gas parts, slips, drill bits, hatch cover, bonnet"
TRITURBINE,Triveni Turbine Limited,Capital Goods,Industrials,Specialty Industrial Machinery,17664.0,21.34,Industrial Machinery,"Triveni Turbine Limited, together with its subsidiaries, manufactures and supplies power generating equipment and solutions in India and internationally. The company offers backpressure and condensing steam turbines for a range of combined heat and power and power generation applications; and American Petroleum Institute single and multi-stage steam turbines for various drive, chemicals, petrochem"
TEGA,Tega Industries Limited,Capital Goods,Industrials,Specialty Industrial Machinery,15995.0,37.29,,"Tega Industries Limited designs, manufactures, and installs process equipment and accessories for the mineral processing, mining, and material handling industries. It offers a range of grinding mill liners, such as DynaPrime, DynaSteel, DynaPulp, and DynaWear. The company also offers conveyor components products comprising centrax, friflo, spill-ex skirt sealing, bed system manufacturer, eco-flip"
KIRLOSBROS,Kirloskar Brothers Limited,Capital Goods,Industrials,Specialty Industrial Machinery,14270.0,5.22,Engines & Pumps,"Kirloskar Brothers Limited provides fluid management solutions worldwide. The company manufactures various pumps, including utility, solid handling, process, split-case, multi-stage, sump, vertical inline and turbine, non-clog submersible, special engineered, firefighting, and nuclear pumps; and sluice/gate, non-return/check, globe, air, ball, suction diffuser, triple duty, and butterfly valves. I"
KSB,Ksb Limited,Capital Goods,Industrials,Specialty Industrial Machinery,13968.0,10.81,,"KSB Limited manufactures and sells power-driven pumps and industrial valves in India and internationally. It operates through Pumps and Valves segments. The Pumps segment manufactures and trades in industrial, submersible, and effluent treatment pumps, etc.; and provides related spares and services. The Valves segment is involved in the manufacture and trading of industrial valves and spares; and"
INOXWIND,Inox Wind Limited,Capital Goods,Industrials,Specialty Industrial Machinery,13394.0,79.67,Renewable Energy Equipment,"Inox Wind Limited engages in the manufacture and sale of wind turbine generators and components for independent power producers, utilities, public sector undertakings, businesses, and private investors in India. It provides rotor, generator, braking system, gear box, and towers. The company also offers infrastructure services, such as wind resource assessment and site screening, land acquisition a"
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,Capital Goods,Industrials,Specialty Industrial Machinery,13173.0,35.92,,"Lloyds Engineering Works Limited provides engineering products and services in India. It designs, engineers, manufactures, fabricates, supplies, erects, installs, and commissions mechanical, hydraulic, structural, process plants, metallurgical, and chemical plants equipment, including marine loading/unloading arms, truck/wagon loading/unloading arms, columns, pressure vessels, dryers, boilers, pow"
KIRLPNU,Kirloskar Pneumatic Company Limited,Capital Goods,Industrials,Specialty Industrial Machinery,9283.0,9.4,,"Kirloskar Pneumatic Company Limited, together with its subsdiary, engages manufacture and sale of compression and transmission products in India. It operates through Compression Systems and Other non-reportable segments. The company offers reciprocating refrigeration compressors, screw refrigeration compressors and packages, industrial refrigeration packages, marine HVAC and R, steam driven vapour"
